sex,age,eyes,piercings,pierced,tattoos,tattooed,glasses,sleep,study,tv,movies,movies3m,sport,entertainment,fruit,income,rent,clothes,hair,tobacco,smokes,alcohol,buy.alcohol,sendtxt,receivetxt,txts,country,status
female,26,brown,0,No,0,No,No,8,10,40,0,No,soccer,meet.friends,banana,152,100,50,120,0,No,0,No,30,30,Yes,Fiji,NZ.Citizen
female,19,brown,2,Yes,0,No,No,8,12,10,10,Yes,none,parties,melon,0,0,150,35,0,No,20,Yes,20,30,Yes,Fiji,NZ.Citizen
female,22,brown,2,Yes,0,No,Yes,6,0,40,16,Yes,none,movies,strawberry,0,0,1000,100,0,No,20,Yes,30,30,Yes,HK,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,15,7,1,Yes,basketball,movies,melon,100,0,150,36,0,No,50,Yes,25,30,Yes,HK,NZ.Citizen
male,19,brown,0,No,0,No,No,6,42,1,2,Yes,badminton,comp.vid.games,other,80,0,0,15,0,No,20,Yes,0,30,Yes,HK,NZ.Citizen
female,23,brown,2,Yes,0,No,No,8,6,12,3,Yes,badminton,movies,strawberry,186,150,40,30,0,No,30,Yes,30,30,Yes,S.Korea,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,6,15,10,1,Yes,basketball,movies,apple,180,0,30,100,0,No,0,No,30,30,Yes,S.Korea,NZ.Citizen
female,23,brown,2,Yes,0,No,Yes,7,6,2,10,Yes,other,movies,other,150,80,20,20,0,No,0,No,30,30,Yes,S.Korea,NZ.Citizen
male,19,brown,2,Yes,0,No,Yes,8,35,6,3,Yes,basketball,comp.vid.games,apple,130,0,40,20,0,No,40,Yes,30,30,Yes,S.Korea,NZ.Citizen
male,21,other,0,No,0,No,No,7,10,0,0,No,soccer,surf.web,peach,125,0,40,20,0,No,10,Yes,30,30,Yes,S.Korea,NZ.Citizen
female,19,green,0,No,0,No,Yes,8,20,10,5,Yes,tennis,comp.vid.games,strawberry,210,0,100,45,0,No,1,Yes,30,30,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,8,20,6,2,Yes,rugby.league,read.books,other,100,0,100,50,0,No,20,Yes,30,30,Yes,NZ,NZ.Citizen
female,18,brown,4,Yes,0,No,No,8,4,10,5,Yes,netball,parties,strawberry,200,124,50,25,0,No,30,Yes,30,30,Yes,NZ,NZ.Citizen
female,19,blue,5,Yes,0,No,Yes,8,14,7,2,Yes,netball,meet.friends,other,100,0,150,60,0,No,20,Yes,25,30,Yes,NZ,NZ.Citizen
female,19,blue,2,Yes,0,No,Yes,9,18,1,2,Yes,badminton,meet.friends,other,350,112,80,25,0,No,0,No,28,30,Yes,NZ,NZ.Citizen
male,19,hazel,0,No,0,No,Yes,7,20,10,4,Yes,basketball,comp.vid.games,apricot,100,0,50,15,0,No,0,No,30,30,Yes,NZ,NZ.Citizen
female,18,brown,3,Yes,0,No,Yes,8,5,0,0,No,badminton,other,strawberry,50,0,10,15,0,No,0,No,30,30,Yes,NZ,NZ.Citizen
female,25,brown,0,No,0,No,No,8,40,4,2,Yes,tennis,movies,peach,240,150,120,0,0,No,5,Yes,30,30,Yes,NZ,NZ.Citizen
female,19,green,2,Yes,0,No,No,10,25,20,6,Yes,tennis,movies,other,60,0,40,30,0,No,10,Yes,30,30,Yes,NZ,NZ.Citizen
male,20,blue,0,No,0,No,No,8,7,1,2,Yes,other,other,blueberry,200,0,200,0,0,No,30,Yes,30,30,Yes,NZ,NZ.Citizen
female,20,hazel,7,Yes,2,Yes,Yes,8,5,8,1,Yes,other,meet.friends,strawberry,250,150,20,45,0,No,30,Yes,30,30,Yes,NZ,NZ.Citizen
female,21,blue,2,Yes,1,Yes,Yes,6,10,5,4,Yes,netball,meet.friends,strawberry,450,0,230,240,0,No,30,Yes,25,30,Yes,NZ,NZ.Citizen
male,19,blue,0,No,0,No,No,9,2,10,2,Yes,soccer,meet.friends,strawberry,100,0,0,20,0,No,20,Yes,30,30,Yes,NZ,NZ.Citizen
male,20,blue,1,Yes,0,No,No,10,1,1,3,Yes,soccer,meet.friends,other,250,0,30,0,0,No,25,Yes,25,30,Yes,NZ,NZ.Citizen
female,19,green,0,No,0,No,No,8,10,15,6,Yes,none,live.mod.music,other,126,25,200,50,0,No,12,Yes,25,30,Yes,NZ,NZ.Citizen
female,18,brown,0,No,0,No,No,7,5,1,3,Yes,rugby.union,movies,orange,90,0,50,20,0,No,0,No,30,30,Yes,Saudi.Arabia,NZ.Citizen
female,23,brown,2,Yes,2,Yes,Yes,7,10,5,1,Yes,cricket,meet.friends,other,250,0,300,50,30,Yes,30,Yes,30,30,Yes,SriLanka,NZ.Citizen
male,18,brown,0,No,0,No,Yes,11,1,5,1,Yes,tennis,comp.vid.games,other,50,0,30,15,0,No,10,Yes,20,30,Yes,Taiwan,NZ.Citizen
female,20,brown,3,Yes,0,No,Yes,7,20,5,1,Yes,badminton,surf.web,orange,300,0,50,15,0,No,0,No,30,30,Yes,Taiwan,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,2,0,1,Yes,other,other,other,0,100,500,20,0,No,0,No,5,30,Yes,Taiwan,NZ.Citizen
male,21,brown,0,No,0,No,No,7,20,6,10,Yes,soccer,other,raspberry,150,0,50,25,0,No,30,Yes,20,30,Yes,Yugoslavia,NZ.Citizen
female,19,blue,2,Yes,0,No,No,8,4,16,7,Yes,rugby.union,movies,banana,250,0,400,250,0,No,0,No,35,35,Yes,NZ,NZ.Citizen
male,30,brown,0,No,0,No,No,6,6,20,6,Yes,rugby.league,watch.sport,other,600,70,120,12,0,No,0,No,35,35,Yes,NZ,NZ.Citizen
female,19,blue,5,Yes,0,No,No,8,2,13,4,Yes,tennis,meet.friends,strawberry,300,0,450,20,0,No,100,Yes,30,35,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,10,10,2,Yes,rugby.union,meet.friends,other,160,0,10,0,0,No,0,No,30,35,Yes,Taiwan,NZ.Citizen
female,19,blue,0,No,0,No,No,7,9,10,3,Yes,badminton,meet.friends,strawberry,126,0,20,26,0,No,0,No,40,38,Yes,NZ,NZ.Citizen
female,19,blue,9,Yes,2,Yes,Yes,9,10,6,8,Yes,other,parties,strawberry,120,50,50,40,0,No,5,Yes,40,40,Yes,Canada,NZ.Citizen
female,19,brown,0,No,0,No,No,5,15,2,1,Yes,basketball,comp.vid.games,peach,20,0,30,60,0,No,0,No,30,40,Yes,China,NZ.Citizen
female,19,other,2,Yes,0,No,No,8,10,5,2,Yes,tennis,meet.friends,raspberry,300,0,150,40,0,No,20,Yes,40,40,Yes,England,NZ.Citizen
male,20,brown,0,No,0,No,No,5,10,10,5,Yes,basketball,meet.friends,grapes,200,0,200,20,0,No,30,Yes,30,40,Yes,S.Korea,NZ.Citizen
female,22,brown,8,Yes,1,Yes,Yes,8,8,12,0,No,none,movies,orange,200,180,0,25,10,Yes,20,Yes,50,40,Yes,S.Korea,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,8,30,4,9,Yes,none,meet.friends,orange,300,50,100,60,0,No,20,Yes,40,40,Yes,Macedonia,NZ.Citizen
male,23,green,0,No,0,No,Yes,8,3,3,2,Yes,rugby.union,other,other,600,0,100,30,0,No,50,Yes,40,40,Yes,NZ,NZ.Citizen
female,32,brown,6,Yes,0,No,No,6,14,4,0,No,rugby.league,meet.friends,other,250,120,0,0,0,No,0,No,40,40,Yes,NZ,NZ.Citizen
male,20,brown,0,No,0,No,Yes,8,2,0,0,No,badminton,comp.vid.games,melon,0,50,100,25,0,No,0,No,1,50,Yes,China,NZ.Citizen
female,20,brown,10,Yes,5,Yes,Yes,8,35,4,1,Yes,other,meet.friends,melon,200,0,50,20,10,Yes,20,Yes,50,50,Yes,China,NZ.Citizen
female,19,other,0,No,0,No,No,7,8,10,1,Yes,badminton,movies,melon,0,0,80,20,0,No,0,No,50,50,Yes,China,NZ.Citizen
female,20,brown,2,Yes,0,No,No,6,10,3,3,Yes,netball,other,other,180,40,300,20,0,No,0,No,50,50,Yes,China,NZ.Citizen
female,19,brown,2,Yes,1,Yes,Yes,6,5,0,5,Yes,golf,meet.friends,peach,200,0,100,60,30,Yes,0,No,50,50,Yes,China,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,6,4,1,4,Yes,basketball,comp.vid.games,melon,150,0,100,15,0,No,0,No,50,50,Yes,China,NZ.Citizen
male,19,brown,1,Yes,0,No,Yes,7,5,5,3,Yes,basketball,comp.vid.games,other,0,100,50,50,0,No,0,No,50,50,Yes,China,NZ.Citizen
female,20,brown,3,Yes,0,No,No,8,35,25,0,No,none,parties,melon,200,140,20,60,0,No,60,Yes,55,50,Yes,Croatia,NZ.Citizen
male,19,brown,0,No,0,No,Yes,6,6,1,4,Yes,cycling,meet.friends,orange,320,120,0,15,0,No,0,No,50,50,Yes,HK,NZ.Citizen
male,18,other,0,No,0,No,Yes,8,7,1,0,No,basketball,meet.friends,other,300,100,0,39,0,No,0,No,50,50,Yes,HK,NZ.Citizen
female,20,brown,4,Yes,0,No,Yes,7,5,0,3,Yes,basketball,meet.friends,strawberry,200,0,200,50,0,No,0,No,50,50,Yes,HK,NZ.Citizen
female,19,brown,2,Yes,0,No,No,7,8,1,8,Yes,none,meet.friends,banana,30,0,150,30,0,No,0,No,50,50,Yes,India,NZ.Citizen
male,21,brown,0,No,0,No,No,10,12,3,4,Yes,soccer,comp.vid.games,orange,100,0,50,30,10,Yes,25,Yes,50,50,Yes,S.Korea,NZ.Citizen
male,19,brown,0,No,0,No,Yes,8,12,3,2,Yes,soccer,other,banana,126,0,300,40,0,No,0,No,80,50,Yes,S.Korea,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,7,3,3,5,Yes,other,meet.friends,other,120,0,50,40,0,No,0,No,40,50,Yes,NZ,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,8,30,24,4,Yes,soccer,meet.friends,strawberry,219,0,50,72,0,No,0,No,40,50,Yes,NZ,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,8,5,10,3,Yes,other,meet.friends,other,80,0,50,25,0,No,10,Yes,40,50,Yes,NZ,NZ.Citizen
female,18,brown,5,Yes,0,No,No,6,8,6,0,No,other,parties,banana,300,100,0,20,0,No,0,No,30,50,Yes,NZ,NZ.Citizen
female,20,hazel,0,No,0,No,No,8,10,10,5,Yes,rugby.union,watch.sport,strawberry,140,0,50,40,0,No,25,Yes,40,50,Yes,NZ,NZ.Citizen
male,19,other,0,No,0,No,No,9,2,10,5,Yes,other,surf.web,strawberry,200,0,50,30,0,No,0,No,50,50,Yes,NZ,NZ.Citizen
female,20,brown,2,Yes,0,No,No,10,40,6,4,Yes,other,movies,blueberry,450,112,100,350,0,No,10,Yes,50,50,Yes,NZ,NZ.Citizen
female,19,blue,2,Yes,0,No,No,9,10,14,4,Yes,other,meet.friends,blueberry,260,0,350,85,0,No,20,Yes,50,50,Yes,NZ,NZ.Citizen
male,20,brown,2,Yes,3,Yes,Yes,7,12,10,2,Yes,badminton,parties,orange,180,100,50,20,0,No,20,Yes,50,50,Yes,NZ,NZ.Citizen
male,19,brown,0,No,0,No,No,9,2,20,2,Yes,cricket,movies,apple,200,150,0,0,0,No,100,Yes,50,50,Yes,NZ,NZ.Citizen
female,20,brown,3,Yes,0,No,Yes,8,14,7,3,Yes,other,parties,other,160,0,100,50,0,No,20,Yes,50,50,Yes,Philippines,NZ.Citizen
male,19,brown,0,No,0,No,Yes,7,2,4,1,Yes,other,other,other,0,0,0,25,0,No,0,No,50,50,Yes,Taiwan,NZ.Citizen
male,21,other,0,No,0,No,No,7,4,10,2,Yes,badminton,meet.friends,melon,150,0,50,15,20,Yes,20,Yes,50,50,Yes,UAE,NZ.Citizen
female,19,brown,0,No,0,No,No,8,20,5,0,No,badminton,surf.web,peach,127,0,50,20,0,No,0,No,50,55,Yes,China,NZ.Citizen
female,22,brown,3,Yes,0,No,Yes,6,6,6,4,Yes,rugby.union,surf.web,peach,250,0,300,30,0,No,30,Yes,60,60,Yes,China,NZ.Citizen
female,18,brown,2,Yes,0,No,No,7,7,28,2,Yes,athletics,other,orange,126,70,100,25,0,No,0,No,50,60,Yes,NZ,NZ.Citizen
female,18,brown,2,Yes,0,No,No,8,40,8,5,Yes,rugby.union,movies,strawberry,150,0,50,20,0,No,0,No,60,60,Yes,NZ,NZ.Citizen
female,21,blue,2,Yes,0,No,Yes,8,10,6,2,Yes,netball,parties,strawberry,120,0,200,60,0,No,10,Yes,60,60,Yes,NZ,NZ.Citizen
male,19,blue,0,No,0,No,Yes,6,3,10,3,Yes,basketball,meet.friends,peach,198,0,350,20,20,Yes,20,Yes,100,78,Yes,NZ,NZ.Citizen
male,21,brown,0,No,0,No,Yes,8,12,20,4,Yes,soccer,parties,orange,200,0,200,30,0,No,100,Yes,80,80,Yes,Fiji,NZ.Citizen
female,19,brown,2,Yes,0,No,Yes,8,10,10,15,Yes,badminton,movies,raspberry,350,0,500,30,0,No,0,No,70,80,Yes,NZ,NZ.Citizen
male,19,brown,1,Yes,1,Yes,No,10,2,10,4,Yes,hockey,meet.friends,apple,170,0,20,20,0,No,40,Yes,80,80,Yes,NZ,NZ.Citizen
female,19,brown,4,Yes,0,No,Yes,7,40,10,5,Yes,netball,meet.friends,peach,127,0,100,25,0,No,20,Yes,80,80,Yes,NZ,NZ.Citizen
female,22,blue,2,Yes,0,No,Yes,5,7,21,4,Yes,athletics,comp.vid.games,peach,450,300,20,60,0,No,40,Yes,100,80,Yes,NZ,NZ.Citizen
female,20,brown,0,No,0,No,No,8,10,3,6,Yes,other,live.mod.music,apple,160,0,60,0,0,No,0,No,60,80,Yes,Samoa,NZ.Citizen
female,20,brown,0,No,0,No,Yes,7,10,7,3,Yes,badminton,movies,other,122,0,50,20,0,No,0,No,75,80,Yes,Taiwan,NZ.Citizen
male,18,brown,0,No,0,No,No,6,0,0,3,Yes,sailing,meet.friends,other,215,0,300,30,0,No,20,Yes,45,80,Yes,Ukraine,NZ.Citizen
female,19,blue,2,Yes,2,Yes,No,8,4,15,4,Yes,netball,meet.friends,blueberry,260,135,80,30,0,No,0,No,80,90,Yes,NZ,NZ.Citizen
male,19,hazel,0,No,0,No,No,8,1,8,1,Yes,golf,parties,melon,0,0,50,0,0,No,20,Yes,100,100,Yes,Australia,NZ.Citizen
female,21,brown,0,No,0,No,No,8,4,7,2,Yes,badminton,movies,strawberry,175,60,60,30,0,No,0,No,127,100,Yes,Cambodia,NZ.Citizen
female,21,brown,2,Yes,0,No,Yes,6,10,2,5,Yes,other,meet.friends,grapes,120,0,100,60,0,No,0,No,100,100,Yes,India,NZ.Citizen
male,18,brown,0,No,0,No,No,8,30,2,8,Yes,martial.arts,comp.vid.games,other,300,0,150,20,0,No,0,No,100,100,Yes,Japan,NZ.Citizen
female,19,brown,0,No,0,No,No,6,20,15,3,Yes,netball,read.books,grapes,60,0,100,55,0,No,0,No,100,100,Yes,NZ,NZ.Citizen
female,20,hazel,2,Yes,0,No,No,8,5,6,5,Yes,netball,parties,strawberry,190,0,50,35,0,No,30,Yes,100,100,Yes,NZ,NZ.Citizen
male,19,other,0,No,0,No,No,12,6,12,0,No,other,parties,strawberry,400,215,100,0,0,No,30,Yes,100,100,Yes,NZ,NZ.Citizen
male,19,brown,2,Yes,0,No,No,6,3,2,4,Yes,other,meet.friends,melon,340,0,0,20,0,No,25,Yes,100,100,Yes,NZ,NZ.Citizen
female,19,brown,5,Yes,0,No,Yes,6,10,7,4,Yes,other,meet.friends,strawberry,200,0,100,26,0,No,10,Yes,100,100,Yes,Philippines,NZ.Citizen
female,20,brown,2,Yes,0,No,Yes,8,20,14,4,Yes,tennis,meet.friends,peach,200,0,100,65,0,No,40,Yes,100,100,Yes,SAfrica,NZ.Citizen
female,19,brown,2,Yes,0,No,No,6,8,6,5,Yes,cricket,movies,apple,140,50,25,0,0,No,0,No,100,123,Yes,Samoa,NZ.Citizen
male,19,green,0,No,0,No,No,6,5,2,1,Yes,soccer,comp.vid.games,blueberry,150,60,20,20,0,No,10,Yes,127,127,Yes,Bosnia.Herzegowina,NZ.Citizen
female,19,brown,4,Yes,0,No,Yes,8,10,10,5,Yes,basketball,other,other,0,0,200,35,0,No,0,No,100,127,Yes,Fiji,NZ.Citizen
male,19,brown,0,No,0,No,Yes,6,10,0,2,Yes,basketball,comp.vid.games,apple,60,0,20,20,0,No,0,No,127,127,Yes,HK,NZ.Citizen
female,20,brown,2,Yes,0,No,No,6,20,12,2,Yes,rugby.league,read.books,banana,140,0,50,0,0,No,0,No,127,127,Yes,NZ,NZ.Citizen
female,19,brown,0,No,0,No,Yes,10,5,10,2,Yes,badminton,read.books,grapes,126,0,40,20,0,No,0,No,127,127,Yes,Taiwan,NZ.Citizen
female,28,brown,0,No,0,No,Yes,8,10,8,1,Yes,badminton,comp.vid.games,melon,160,0,100,20,0,No,0,No,1,1,Yes,China,NZ.Resident
male,35,other,0,No,0,No,Yes,7,30,1,2,Yes,badminton,meet.friends,orange,200,100,0,20,0,No,0,No,1,1,Yes,China,NZ.Resident
male,23,brown,0,No,0,No,No,6,6,4,0,No,none,comp.vid.games,strawberry,100,0,0,12,0,No,0,No,1,1,Yes,Taiwan,NZ.Resident
male,21,blue,0,No,0,No,No,9,50,0,1,Yes,other,other,orange,120,140,20,15,0,No,0,No,2,1,Yes,US,NZ.Resident
male,22,brown,0,No,0,No,Yes,6,2,1,3,Yes,none,comp.vid.games,apple,120,0,50,16,0,No,0,No,3,3,Yes,HK,NZ.Resident
female,28,other,0,No,1,Yes,Yes,4,3,2,3,Yes,table.tennis,meet.friends,banana,400,170,100,30,0,No,0,No,3,3,Yes,Taiwan,NZ.Resident
male,18,brown,0,No,0,No,No,10,5,5,0,No,basketball,comp.vid.games,apple,128,0,0,10,0,No,0,No,5,5,Yes,S.Korea,NZ.Resident
male,25,blue,0,No,0,No,No,8,4,8,5,Yes,other,live.mod.music,other,340,240,10,20,0,No,0,No,5,5,Yes,NZ,NZ.Resident
male,20,brown,0,No,0,No,No,6,20,10,0,No,martial.arts,read.books,apple,500,325,100,40,0,No,10,Yes,6,10,Yes,China,NZ.Resident
male,20,brown,0,No,0,No,Yes,6,0,0,1,Yes,none,other,none,0,0,0,25,10,Yes,0,No,10,10,Yes,China,NZ.Resident
female,19,brown,3,Yes,0,No,Yes,9,50,20,8,Yes,cricket,movies,apple,300,0,100,50,0,No,0,No,10,10,Yes,India,NZ.Resident
female,21,brown,4,Yes,0,No,No,8,25,5,4,Yes,golf,movies,apple,300,0,500,0,0,No,0,No,10,10,Yes,Japan,NZ.Resident
male,21,brown,0,No,0,No,No,9,15,8,5,Yes,golf,meet.friends,other,350,0,50,30,0,No,20,Yes,10,10,Yes,NZ,NZ.Resident
female,19,hazel,3,Yes,0,No,No,7,2,15,3,Yes,none,meet.friends,raspberry,190,165,200,50,0,No,20,Yes,10,10,Yes,NZ,NZ.Resident
female,19,brown,0,No,0,No,No,7,15,3,9,Yes,other,meet.friends,other,50,193,40,40,0,No,0,No,10,10,Yes,Taiwan,NZ.Resident
female,19,brown,2,Yes,0,No,No,8,20,2,3,Yes,badminton,parties,strawberry,400,0,200,160,0,No,0,No,20,10,Yes,Thailand,NZ.Resident
female,20,blue,0,No,0,No,Yes,8,6,8,2,Yes,sailing,read.books,grapes,60,0,8,24,0,No,0,No,10,11,Yes,Denmark,NZ.Resident
female,20,brown,0,No,0,No,Yes,6,30,5,0,No,none,read.books,banana,126,50,50,20,0,No,0,No,20,15,Yes,China,NZ.Resident
female,27,brown,2,Yes,0,No,No,8,12,2,0,No,cycling,surf.web,orange,1012,200,300,300,0,No,0,No,10,15,Yes,China,NZ.Resident
male,20,blue,0,No,0,No,No,8,15,20,2,Yes,other,meet.friends,blueberry,335,120,50,20,0,No,40,Yes,20,15,Yes,US,NZ.Resident
female,28,brown,0,No,0,No,No,7,15,2,2,Yes,soccer,read.books,other,450,180,100,50,0,No,0,No,10,15,Yes,VietNam,NZ.Resident
female,20,brown,2,Yes,0,No,Yes,6,15,8,6,Yes,basketball,live.mod.music,strawberry,350,150,100,50,0,No,50,Yes,20,18,Yes,China,NZ.Resident
male,22,brown,0,No,0,No,No,8,48,0,4,Yes,basketball,comp.vid.games,orange,120,0,0,0,0,No,10,Yes,20,20,Yes,China,NZ.Resident
female,21,hazel,2,Yes,0,No,No,8,7,1,4,Yes,other,meet.friends,strawberry,260,120,100,30,0,No,3,Yes,20,20,Yes,China,NZ.Resident
male,19,brown,1,Yes,0,No,Yes,8,5,0,2,Yes,basketball,live.mod.music,blueberry,200,300,50,20,0,No,0,No,20,20,Yes,England,NZ.Resident
male,20,brown,0,No,0,No,No,8,8,5,2,Yes,cricket,movies,banana,400,250,200,25,0,No,10,Yes,20,20,Yes,Fiji,NZ.Resident
male,21,brown,0,No,0,No,Yes,6,30,2,1,Yes,other,comp.vid.games,grapes,150,0,10,40,0,No,40,Yes,20,20,Yes,HK,NZ.Resident
female,22,brown,0,No,3,Yes,Yes,7,3,4,2,Yes,tennis,movies,apple,320,120,60,35,23,Yes,20,Yes,20,20,Yes,Japan,NZ.Resident
male,23,brown,0,No,0,No,Yes,7,10,4,10,Yes,basketball,live.mod.music,grapes,1000,0,50,20,0,No,0,No,20,20,Yes,Malaysia,NZ.Resident
male,21,brown,0,No,0,No,Yes,7,15,2,2,Yes,badminton,meet.friends,other,150,0,30,20,0,No,0,No,20,20,Yes,Malaysia,NZ.Resident
female,19,brown,2,Yes,0,No,No,9,10,4,1,Yes,other,meet.friends,strawberry,0,0,20,0,0,No,0,No,20,20,Yes,Singapore,NZ.Resident
female,23,brown,2,Yes,0,No,Yes,6,20,10,5,Yes,athletics,live.mod.music,melon,240,100,20,65,0,No,20,Yes,20,20,Yes,SAfrica,NZ.Resident
male,25,brown,0,No,0,No,No,7,20,24,3,Yes,rugby.union,watch.sport,banana,300,0,200,20,0,No,0,No,20,20,Yes,SAfrica,NZ.Resident
male,20,green,0,No,0,No,No,8,0,16,6,Yes,table.tennis,meet.friends,apple,130,0,20,15,0,No,30,Yes,20,25,Yes,Brazil,NZ.Resident
male,23,hazel,0,No,0,No,No,7,16,1,1,Yes,basketball,meet.friends,other,300,200,50,30,0,No,0,No,15,25,Yes,China,NZ.Resident
male,21,brown,1,Yes,0,No,Yes,8,5,8,5,Yes,rugby.league,comp.vid.games,melon,150,0,200,20,0,No,40,Yes,25,25,Yes,China,NZ.Resident
male,21,brown,2,Yes,2,Yes,No,7,24,48,6,Yes,soccer,movies,orange,300,50,300,20,0,No,0,No,10,25,Yes,Fiji,NZ.Resident
male,21,other,0,No,0,No,Yes,8,10,5,0,No,soccer,meet.friends,strawberry,130,0,20,25,0,No,10,Yes,25,25,Yes,S.Korea,NZ.Resident
female,21,brown,4,Yes,0,No,Yes,8,10,10,3,Yes,other,live.mod.music,other,200,195,20,20,0,No,0,No,20,25,Yes,SAfrica,NZ.Resident
male,21,brown,0,No,1,Yes,No,7,3,1,0,No,rugby.union,read.books,banana,410,205,0,15,37,Yes,25,Yes,25,25,Yes,SAfrica,NZ.Resident
male,21,brown,0,No,0,No,No,8,20,0,1,Yes,soccer,comp.vid.games,apple,200,160,200,15,0,No,0,No,15,30,Yes,China,NZ.Resident
male,20,brown,0,No,0,No,Yes,8,40,10,0,No,basketball,comp.vid.games,blueberry,50,200,0,20,0,No,10,Yes,20,30,Yes,China,NZ.Resident
male,21,brown,0,No,1,Yes,Yes,9,10,28,0,No,basketball,watch.sport,strawberry,300,150,100,25,80,Yes,0,No,20,30,Yes,S.Korea,NZ.Resident
female,19,other,2,Yes,0,No,No,6,30,10,1,Yes,netball,other,melon,38,38,20,20,0,No,0,No,10,30,Yes,Malaysia,NZ.Resident
male,21,brown,1,Yes,0,No,Yes,8,12,20,3,Yes,basketball,meet.friends,none,1000,0,100,15,0,No,0,No,25,30,Yes,Malaysia,NZ.Resident
male,19,brown,0,No,0,No,Yes,8,10,20,5,Yes,other,craft.activities,other,350,190,500,48,0,No,0,No,30,30,Yes,Malaysia,NZ.Resident
male,18,brown,0,No,0,No,Yes,7,5,2,3,Yes,cricket,comp.vid.games,banana,300,160,0,20,0,No,50,Yes,30,30,Yes,NZ,NZ.Resident
male,21,brown,1,Yes,0,No,No,7,6,1,2,Yes,basketball,meet.friends,orange,198,0,20,25,0,No,30,Yes,25,30,Yes,Philippines,NZ.Resident
male,20,brown,0,No,0,No,No,8,5,2,3,Yes,basketball,meet.friends,kiwifruit,150,120,60,30,0,No,0,No,30,30,Yes,Taiwan,NZ.Resident
female,21,brown,0,No,0,No,Yes,8,5,2,0,No,none,meet.friends,strawberry,300,0,200,10,0,No,0,No,30,30,Yes,Taiwan,NZ.Resident
female,24,brown,1,Yes,0,No,No,7,8,9,0,No,none,movies,strawberry,160,0,50,0,0,No,0,No,50,30,Yes,Tonga,NZ.Resident
male,25,other,0,No,0,No,Yes,8,16,2,6,Yes,basketball,comp.vid.games,melon,300,150,100,30,0,No,0,No,40,40,Yes,China,NZ.Resident
male,20,brown,0,No,0,No,Yes,8,20,1,0,No,basketball,other,other,190,165,50,25,0,No,0,No,40,40,Yes,China,NZ.Resident
female,20,brown,2,Yes,0,No,No,7,23,9,3,Yes,basketball,movies,orange,132,0,100,0,0,No,0,No,20,40,Yes,Fiji,NZ.Resident
male,19,brown,0,No,0,No,Yes,7,20,3,10,Yes,soccer,meet.friends,banana,150,120,200,80,0,No,20,Yes,50,49,Yes,China,NZ.Resident
male,28,brown,0,No,0,No,Yes,7,8,1,0,No,martial.arts,movies,melon,200,110,0,20,0,No,10,Yes,50,50,Yes,China,NZ.Resident
female,21,other,2,Yes,0,No,No,6,20,10,1,Yes,badminton,meet.friends,grapes,120,50,50,30,0,No,0,No,50,50,Yes,Fiji,NZ.Resident
male,21,hazel,0,No,0,No,Yes,6,1,6,5,Yes,soccer,watch.sport,strawberry,130,0,0,20,0,No,10,Yes,40,50,Yes,HK,NZ.Resident
female,20,hazel,2,Yes,0,No,No,7,10,5,2,Yes,none,other,strawberry,120,0,100,30,0,No,20,Yes,50,50,Yes,S.Korea,NZ.Resident
